model,transform,image_id,image_path,source,category,label,score,score_kind,confidence,threshold,decision,missing,errors
patchhead_distortion_aware,clean,wildfake:coco:Real/coco/coco2017/val2017/img163137.jpg,results/parallel_evaluation/distortion_aware/views/patchhead_distortion_aware/clean/000000_e786d8ccf218.jpg,wildfake_coco,real,0,9.764774404175114e-06,corrected_aigc_classifier_score,0.999990701675415,0.4123874306678772,False,False,[]
patchhead_distortion_aware,clean,wildfake:coco:Real/coco/coco2017/val2017/img159333.jpg,results/parallel_evaluation/distortion_aware/views/patchhead_distortion_aware/clean/000001_2f0f3bdc4458.jpg,wildfake_coco,real,0,9.764774404175114e-06,corrected_aigc_classifier_score,0.999995768070221,0.4123874306678772,False,False,[]
patchhead_distortion_aware,clean,wildfake:coco:Real/coco/coco2017/val2017/img162878.jpg,results/parallel_evaluation/distortion_aware/views/patchhead_distortion_aware/clean/000002_0b8b6fc333c7.jpg,wildfake_coco,real,0,9.652190783526748e-06,corrected_aigc_classifier_score,0.9999959468841553,0.4123874306678772,False,False,[]
patchhead_distortion_aware,clean,wildfake:coco:Real/coco/coco2017/val2017/img159267.jpg,results/parallel_evaluation/distortion_aware/views/patchhead_distortion_aware/clean/000003_1ba028177295.jpg,wildfake_coco,real,0,0.04955673962831497,corrected_aigc_classifier_score,0.9486658573150635,0.4123874306678772,False,False,[]
patchhead_distortion_aware,clean,wildfake:coco:Real/coco/coco2017/val2017/img159019.jpg,results/parallel_evaluation/distortion_aware/views/patchhead_distortion_aware/clean/000004_09370dc44630.jpg,wildfake_coco,real,0,9.764774404175114e-06,corrected_aigc_classifier_score,0.9999992847442627,0.4123874306678772,False,False,[]
patchhead_distortion_aware,clean,wildfake:coco:Real/coco/coco2017/val2017/img162177.jpg,results/parallel_evaluation/distortion_aware/views/patchhead_distortion_aware/clean/000005_1674581feb2c.jpg,wildfake_coco,real,0,1.2634869563044049e-05,corrected_aigc_classifier_score,0.9999870657920837,0.4123874306678772,False,False,[]
patchhead_distortion_aware,clean,wildfake:coco:Real/coco/coco2017/val2017/img161477.jpg,results/parallel_evaluation/distortion_aware/views/patchhead_distortion_aware/clean/000006_d0f7cf163bbb.jpg,wildfake_coco,real,0,1.4639647815783974e-05,corrected_aigc_classifier_score,0.9999849796295166,0.4123874306678772,False,False,[]
patchhead_distortion_aware,clean,wildfake:coco:Real/coco/coco2017/val2017/img160170.jpg,results/parallel_evaluation/distortion_aware/views/patchhead_distortion_aware/clean/000007_e88a3b57d297.jpg,wildfake_coco,real,0,0.9208196401596069,corrected_aigc_classifier_score,0.9225539565086365,0.4123874306678772,True,False,[]
patchhead_distortion_aware,clean,wildfake:coco:Real/coco/coco2017/val2017/img159912.jpg,results/parallel_evaluation/distortion_aware/views/patchhead_distortion_aware/clean/000008_5297619dfbaa.jpg,wildfake_coco,real,0,9.765965842234436e-06,corrected_aigc_classifier_score,0.9999993443489075,0.4123874306678772,False,False,[]
patchhead_distortion_aware,clean,wildfake:coco:Real/coco/coco2017/val2017/img163257.jpg,results/parallel_evaluation/distortion_aware/views/patchhead_distortion_aware/clean/000009_9f7223190000.jpg,wildfake_coco,real,0,9.764774404175114e-06,corrected_aigc_classifier_score,0.9999993443489075,0.4123874306678772,False,False,[]
patchhead_distortion_aware,clean,wildfake:coco:Real/coco/coco2017/val2017/img162952.jpg,results/parallel_evaluation/distortion_aware/views/patchhead_distortion_aware/clean/000010_a0f4ee7a932a.jpg,wildfake_coco,real,0,9.77789477474289e-06,corrected_aigc_classifier_score,0.9999988675117493,0.4123874306678772,False,False,[]
patchhead_distortion_aware,clean,wildfake:coco:Real/coco/coco2017/val2017/img160969.jpg,results/parallel_evaluation/distortion_aware/views/patchhead_distortion_aware/clean/000011_f84175fdb15a.jpg,wildfake_coco,real,0,9.760008651937824e-06,corrected_aigc_classifier_score,0.9999979138374329,0.4123874306678772,False,False,[]
patchhead_distortion_aware,clean,wildfake:coco:Real/coco/coco2017/val2017/img163155.jpg,results/parallel_evaluation/distortion_aware/views/patchhead_distortion_aware/clean/000012_1c3ebf636c1f.jpg,wildfake_coco,real,0,9.763582966115791e-06,corrected_aigc_classifier_score,0.9999988675117493,0.4123874306678772,False,False,[]
patchhead_distortion_aware,clean,wildfake:coco:Real/coco/coco2017/val2017/img159523.jpg,results/parallel_evaluation/distortion_aware/views/patchhead_distortion_aware/clean/000013_3d7809f71c0e.jpg,wildfake_coco,real,0,9.7588163043838e-06,corrected_aigc_classifier_score,0.9999992847442627,0.4123874306678772,False,False,[]
patchhead_distortion_aware,clean,wildfake:coco:Real/coco/coco2017/val2017/img160071.jpg,results/parallel_evaluation/distortion_aware/views/patchhead_distortion_aware/clean/000014_ee87212997c6.jpg,wildfake_coco,real,0,2.0404435417731293e-05,corrected_aigc_classifier_score,0.9999790191650391,0.4123874306678772,False,False,[]
patchhead_distortion_aware,clean,wildfake:coco:Real/coco/coco2017/val2017/img162003.jpg,results/parallel_evaluation/distortion_aware/views/patchhead_distortion_aware/clean/000015_5cf5cca75957.jpg,wildfake_coco,real,0,9.73620899458183e-06,corrected_aigc_classifier_score,0.9999992847442627,0.4123874306678772,False,False,[]
patchhead_distortion_aware,clean,wildfake:coco:Real/coco/coco2017/val2017/img160078.jpg,results/parallel_evaluation/distortion_aware/views/patchhead_distortion_aware/clean/000016_75ceac498690.jpg,wildfake_coco,real,0,9.764774404175114e-06,corrected_aigc_classifier_score,0.9999994039535522,0.4123874306678772,False,False,[]
patchhead_distortion_aware,clean,wildfake:coco:Real/coco/coco2017/val2017/img163574.jpg,results/parallel_evaluation/distortion_aware/views/patchhead_distortion_aware/clean/000017_23967cad3cb7.jpg,wildfake_coco,real,0,9.764774404175114e-06,corrected_aigc_classifier_score,0.9999993443489075,0.4123874306678772,False,False,[]
patchhead_distortion_aware,clean,wildfake:coco:Real/coco/coco2017/val2017/img163947.jpg,results/parallel_evaluation/distortion_aware/views/patchhead_distortion_aware/clean/000018_037dcc66710b.jpg,wildfake_coco,real,0,9.760008651937824e-06,corrected_aigc_classifier_score,0.9999953508377075,0.4123874306678772,False,False,[]
patchhead_distortion_aware,clean,wildfake:coco:Real/coco/coco2017/val2017/img163929.jpg,results/parallel_evaluation/distortion_aware/views/patchhead_distortion_aware/clean/000019_a6294bf00b5b.jpg,wildfake_coco,real,0,9.764774404175114e-06,corrected_aigc_classifier_score,0.9999993443489075,0.4123874306678772,False,False,[]
patchhead_distortion_aware,clean,wildfake:coco:Real/coco/coco2017/val2017/img159234.jpg,results/parallel_evaluation/distortion_aware/views/patchhead_distortion_aware/clean/000020_fd1b9d8703d7.jpg,wildfake_coco,real,0,2.976791984110605e-05,corrected_aigc_classifier_score,0.9999695420265198,0.4123874306678772,False,False,[]
patchhead_distortion_aware,clean,wildfake:coco:Real/coco/coco2017/val2017/img162783.jpg,results/parallel_evaluation/distortion_aware/views/patchhead_distortion_aware/clean/000021_46bb551ccb6a.jpg,wildfake_coco,real,0,0.014028371311724186,corrected_aigc_classifier_score,0.9856384992599487,0.4123874306678772,False,False,[]
patchhead_distortion_aware,clean,wildfake:coco:Real/coco/coco2017/val2017/img162206.jpg,results/parallel_evaluation/distortion_aware/views/patchhead_distortion_aware/clean/000022_891a2685d98f.jpg,wildfake_coco,real,0,9.764774404175114e-06,corrected_aigc_classifier_score,0.9999992847442627,0.4123874306678772,False,False,[]
patchhead_distortion_aware,clean,wildfake:coco:Real/coco/coco2017/val2017/img160155.jpg,results/parallel_evaluation/distortion_aware/views/patchhead_distortion_aware/clean/000023_3e8b0f1499a8.jpg,wildfake_coco,real,0,0.000512275961227715,corrected_aigc_classifier_score,0.999475359916687,0.4123874306678772,False,False,[]
patchhead_distortion_aware,clean,wildfake:coco:Real/coco/coco2017/val2017/img161874.jpg,results/parallel_evaluation/distortion_aware/views/patchhead_distortion_aware/clean/000024_7f02d6f1f76d.jpg,wildfake_coco,real,0,9.765965842234436e-06,corrected_aigc_classifier_score,0.999993085861206,0.4123874306678772,False,False,[]
patchhead_distortion_aware,clean,wildfake:coco:Real/coco/coco2017/val2017/img162785.jpg,results/parallel_evaluation/distortion_aware/views/patchhead_distortion_aware/clean/000025_11dc772b4a07.jpg,wildfake_coco,real,0,1.077946672012331e-05,corrected_aigc_classifier_score,0.9999889135360718,0.4123874306678772,False,False,[]
